text,flow_duration,label
"POST /api/v1/cart/add {'item_id': '1554', 'quantity': 5}",134280,0
GET /api/v1/users?id=3283,27813,0
GET /admin/login?user=105-1,17929,1
GET /api/v1/users?id=4981,119187,0
GET /products/details?productID=' OR 1=1--,6719,1
GET /search?q=N,68424,0
"POST /login {'user': 'W', 'pass': 'password123'}",5324,0
GET /api/v1/users?id=6101,121516,0
GET /user/profile?user_id=smith' OR '1'='1,129525,1
"POST /login {'user': '' OR 1=1--', 'pass': 'password123'}",140746,1
GET /products/books/O,71633,0
"POST /login {'user': 'e', 'pass': 'password123'}",65637,0
GET /search?q=smith' OR '1'='1,126233,1
GET /products/books/u,80506,0
GET /user/profile?user_id=' OR 1=1 /*,98083,1
GET /search?q=r,57975,0
GET /search?q=x' or 1=1--,5183,1
GET /products/details?productID=' or 'x'='x,7044,1
GET /search?q=1,132780,0
GET /products/details?productID=R,21730,0
GET /products/home/a,77658,0
"POST /login {'user': 'B', 'pass': 'password123'}",7761,0
GET /products/details?productID=1 AND 1=1,29277,1
GET /products/details?productID=E,40873,0
POST /profile/update {'email': 'test.user@example.com'},23413,0
"POST /login {'user': '"" OR """" = ""', 'pass': 'password123'}",2220,1
GET /admin/login?user=' OR 1=1 /*,43386,1
GET /user/profile?user_id=//,1616,1
GET /products/home/K,61460,0
GET /products/electronics/r,73122,0
GET /products/details?productID=x,143600,0
GET /blog/posts?page=11,137986,0
GET /assets/css/main.css,132269,0
GET /products/home/a,68504,0
"POST /login {'user': '1*1', 'pass': 'password123'}",70606,1
GET /index.php?page=1=1,6438,1
GET /index.php?page=smith' OR '1'='1,1071,1
GET /search?q=admin' #,445,1
"POST /login {'user': 'smith' OR '1'='1', 'pass': 'password123'}",61921,1
POST /search {'keyword': 'OR 1=1'},141503,1
GET /items/show.php?id=1' and '1'='1,11172,1
POST /profile/update {'email': 'test.user@example.com'},89509,0
GET /search?q=1=1,6898,1
GET /index.php?page=1*1,32123,1
GET /search?q=a,52003,0
GET /images/products/P.jpg,105288,0
GET /search?q=I,5696,0
GET /blog/posts?page=18,66826,0
GET /images/products/s.jpg,37215,0
GET /search?q=' UNION SELECT sum(columnname) from tablename --,2184,1
GET /images/products/J.jpg,61916,0
GET /images/products/m.jpg,74273,0
"POST /login {'user': 'W', 'pass': 'password123'}",65002,0
POST /profile/update {'email': 'test.user@example.com'},39689,0
GET /index.php?page=/,4072,1
GET /search?q=p,32880,0
"POST /api/v1/cart/add {'item_id': '7118', 'quantity': 2}",89545,0
GET /assets/css/main.css,89981,0
GET /products/details?productID=105-1,140392,1
GET /search?q=6,77296,0
GET /assets/css/main.css,84546,0
GET /images/products/n.jpg,11736,0
"POST /login {'user': 'j', 'pass': 'password123'}",64356,0
GET /products/home/x,77174,0
GET /images/products/j.jpg,7022,0
GET /index.php?page='admin'--,20661,1
GET /products/details?productID='''''''''''''UNION SELECT '2,194,1
"POST /login {'user': '5', 'pass': 'password123'}",112707,0
GET /search?q=1*1,7961,1
GET /search.aspx?q='admin'--,1469,1
GET /search?q=L,74489,0
GET /api/v1/users?id=1024-2,3208,1
GET /search.aspx?q=1 AND 1=1,34730,1
GET /products/details?productID=admin' #,569,1
GET /search?q=OR+%271%27%3D%271,5149,1
GET /blog/posts?page=5,79304,0
POST /profile/update {'email': 'test.user@example.com'},39237,0
GET /blog/posts?page=10,87498,0
GET /api/v1/users?id=1=1,4549,1
GET /admin/login?user=105-1,5079,1
"POST /api/v1/cart/add {'item_id': '4752', 'quantity': 2}",41728,0
GET /user/profile?user_id=' OR '' = ',5147,1
GET /search?q=V,36660,0
"POST /login {'user': 'x' or 1=1--', 'pass': 'password123'}",6939,1
"GET /search.aspx?q=1' ORDER BY 1,2--+",7295,1
"POST /search {'keyword': '-1 UNION SELECT 1 INTO @,@,@'}",2899,1
GET /search.aspx?q='admin'--,66016,1
POST /profile/update {'email': 'test.user@example.com'},37273,0
GET /products/details?productID=3,94043,0
GET /search?q=1' OR '1'='1' --,3413,1
"POST /login {'user': 'P', 'pass': 'password123'}",19548,0
GET /search?q=OR '1'='1',129457,1
GET /blog/posts?page=3,50997,0
GET /images/products/h.jpg,103079,0
GET /images/products/F.jpg,139606,0
GET /images/products/u.jpg,88743,0
GET /api/v1/users?id=789,39970,0
GET /products/details?productID=m,113412,0
GET /api/v1/users?id=1*1,45053,1
GET /products/details?productID=F,34017,0
POST /search {'keyword': 'admin' #'},126611,1
GET /api/v1/users?id='admin'--,6672,1
"POST /login {'user': '1024-2', 'pass': 'password123'}",88256,1
GET /blog/posts?page=9,71465,0
"GET /api/v1/users?id=1' ORDER BY 1,2,3--+",44037,1
GET /images/products/T.jpg,28364,0
GET /products/home/e,67685,0
"GET /search?q=,(select * from (select(sleep(10)))a)",2955,1
GET /search?q=b,20405,0
"POST /login {'user': 'z', 'pass': 'password123'}",39584,0
GET /images/products/l.jpg,32733,0
"POST /login.php {'username': '105-1', 'password': 'password'}",2573,1
GET /search?q=4,27233,0
GET /search.aspx?q=1024-2,5828,1
GET /user/profile?user_id=OR '1'='1',30623,1
"POST /login {'user': '' OR 1=1--', 'pass': 'password123'}",5977,1
GET /products/details?productID=1,66790,0
GET /products/details?productID=m,30039,0
GET /assets/css/main.css,77087,0
"POST /login.php {'username': '' or 1=1 limit 1 --', 'password': 'password'}",101463,1
GET /products/details?productID=' AND user IS NULL; --,609,1
"POST /login {'user': '' OR 'x'='x', 'pass': 'password123'}",2384,1
GET /api/v1/users?id=1036,16664,0
GET /items/show.php?id=%2c(select%20*%20from%20(select(sleep(10)))a),12956,1
GET /api/v1/users?id=user1' or 1=1 --,39877,1
POST /search {'keyword': '' or 'x'='x'},2504,1
"POST /login {'user': '9', 'pass': 'password123'}",32516,0
GET /products/books/f,52707,0
"POST /login {'user': '105-1', 'pass': 'password123'}",6696,1
GET /api/v1/users?id=409,46286,0
GET /blog/posts?page=3,73227,0
"POST /api/v1/cart/add {'item_id': '7858', 'quantity': 1}",82821,0
GET /products/details?productID=k,8052,0
GET /api/v1/users?id=4350,116764,0
POST /search {'keyword': '' AND user IS NULL; --'},1075,1
GET /images/products/r.jpg,67792,0
GET /images/products/i.jpg,13295,0
GET /user/profile?user_id=' or 'x'='x,4932,1
GET /search?q=1*1,105804,1
GET /admin/login?user=1 AND 1=1,141555,1
POST /search {'keyword': 'user1' or 1=1 --'},3732,1
GET /products/details?productID=``,4624,1
GET /images/products/C.jpg,59771,0
"POST /login {'user': 'c', 'pass': 'password123'}",49472,0
"POST /login {'user': 'admin' #', 'pass': 'password123'}",5915,1
"POST /login.php {'username': 'OR+%271%27%3D%271', 'password': 'password'}",72213,1
"POST /login {'user': '1024-2', 'pass': 'password123'}",6043,1
GET /user/profile?user_id=user1' or 1=1 --,6753,1
GET /search?q=6,11213,0
GET /api/v1/users?id=6490,45121,0
GET /products/details?productID=L,60154,0
POST /search {'keyword': 'OR+%271%27%3D%271'},4816,1
POST /profile/update {'email': 'test.user@example.com'},1447,0
"POST /api/v1/cart/add {'item_id': '6033', 'quantity': 1}",139352,0
GET /admin/login?user=' OR '1'='1,7397,1
GET /user/profile?user_id='=',2419,1
GET /api/v1/users?id=7786,103701,0
"POST /login {'user': '7', 'pass': 'password123'}",46189,0
POST /profile/update {'email': 'test.user@example.com'},50534,0
GET /blog/posts?page=2,87560,0
"GET /products/details?productID=,",7598,1
GET /api/v1/users?id=9295,76699,0
"GET /admin/login?user=-1 UNION SELECT 1 INTO @,@",6329,1
GET /blog/posts?page=20,17165,0
POST /search {'keyword': 'OR '1'='1''},122197,1
POST /profile/update {'email': 'test.user@example.com'},107268,0
GET /api/v1/users?id=4485,28468,0
"POST /login {'user': '9', 'pass': 'password123'}",20678,0
GET /products/details?productID=p,70539,0
GET /assets/css/main.css,98795,0
"POST /login {'user': 'l', 'pass': 'password123'}",7317,0
"POST /login {'user': 'K', 'pass': 'password123'}",63674,0
GET /search?q=AND 1,43534,1
GET /search?q=' or 'x'='x,2159,1
GET /search?q=l,42842,0
GET /api/v1/users?id=x' or 1=1--,108908,1
GET /index.php?page=' or 'x'='x,4933,1
GET /blog/posts?page=16,90431,0
GET /products/details?productID=g,55662,0
"POST /login {'user': 'j', 'pass': 'password123'}",80800,0
GET /blog/posts?page=2,97502,0
GET /index.php?page=105-1,62260,1
GET /assets/css/main.css,9082,0
GET /api/v1/users?id=8508,82469,0
"POST /login {'user': '1*1', 'pass': 'password123'}",75082,1
GET /api/v1/users?id=smith' OR '1'='1,3358,1
POST /profile/update {'email': 'test.user@example.com'},72834,0
GET /products/books/f,9207,0
GET /index.php?page=';WAITFOR DELAY '0:0:30'--,15211,1
GET /search?q=E,26438,0
GET /api/v1/users?id=7477,97545,0
"POST /login {'user': '' OR '1'='1', 'pass': 'password123'}",4715,1
"GET /search?q=,(select * from (select(sleep(10)))a)",133562,1
GET /products/details?productID=1' and '1'='1,99544,1
GET /user/profile?user_id=' OR 'x'='x,6779,1
GET /search.aspx?q=' OR 'x'='x,6290,1
GET /admin/login?user=1' and '1'='1,82390,1
GET /products/details?productID=T,71655,0
"POST /login {'user': 'q', 'pass': 'password123'}",88324,0
GET /products/electronics/o,71504,0
GET /admin/login?user=' OR '1'='1,2210,1
GET /search?q=k,42271,0
GET /products/details?productID=OR '1'='1',68697,1
GET /search?q=g,47986,0
POST /profile/update {'email': 'test.user@example.com'},77776,0
GET /search?q=Y,36694,0
GET /index.php?page=' OR '1'='1,81191,1
"POST /login {'user': 'o', 'pass': 'password123'}",71109,0
"POST /login {'user': '"" OR 1 = 1 -- -', 'pass': 'password123'}",6007,1
GET /blog/posts?page=20,29955,0
GET /blog/posts?page=9,55207,0
GET /products/books/m,48676,0
GET /api/v1/users?id=1*1,5743,1
GET /images/products/j.jpg,27149,0
GET /blog/posts?page=6,64916,0
GET /search?q=' and 1 in (select min(name) from sysobjects where xtype = 'U' and name > '.') --,1057,1
GET /search?q=t,128498,0
"POST /login {'user': 'OR '1'='1'', 'pass': 'password123'}",6131,1
POST /search {'keyword': ';'},2004,1
"POST /login {'user': '1=1', 'pass': 'password123'}",1438,1
GET /api/v1/users?id=1024-2,2636,1
GET /products/details?productID=R,8288,0
"POST /login {'user': 'OR+%271%27%3D%271', 'pass': 'password123'}",134939,1
GET /admin/login?user=' AND user IS NULL; --,87987,1
GET /api/v1/users?id=4711,64031,0
GET /products/details?productID=6,15473,0
"POST /login {'user': '1' OR '1'='1' --', 'pass': 'password123'}",5868,1
"GET /search?q=,",7765,1
"POST /login {'user': 'AND false', 'pass': 'password123'}",78123,1
GET /blog/posts?page=20,45534,0
POST /profile/update {'email': 'test.user@example.com'},51856,0
GET /search?q=b,15177,0
GET /user/profile?user_id=1=1,91334,1
GET /api/v1/users?id=105-1,26588,1
GET /index.php?page=105-1,5029,1
GET /api/v1/users?id=7676,46443,0
"POST /login {'user': 'OR '1'='1'', 'pass': 'password123'}",1556,1
GET /products/details?productID=g,59607,0
GET /admin/login?user=' OR 1=1--,7842,1
GET /images/products/r.jpg,18837,0
GET /products/details?productID=105-1,12534,1
GET /products/details?productID=Z,50397,0
GET /search?q=A,87211,0
GET /products/details?productID=3,48950,0
"GET /api/v1/users?id=' or """,113254,1
GET /api/v1/users?id=8077,7479,0
"GET /products/details?productID=,",30962,1
GET /search?q=K,6879,0
"POST /login {'user': '' and 1 in (select min(name) from sysobjects where xtype = 'U' and name > '.') --', 'pass': 'password123'}",25780,1
GET /index.php?page=1' ORDER BY 2--+,3358,1
GET /images/products/s.jpg,34108,0
"POST /login {'user': 'smith' OR '1'='1', 'pass': 'password123'}",33329,1
GET /assets/css/main.css,55489,0
GET /search?q=' OR 1=1 /*,147050,1
GET /search?q=z,122633,0
GET /blog/posts?page=5,46987,0
GET /assets/css/main.css,131452,0
GET /blog/posts?page=9,137578,0
"POST /login {'user': 'Z', 'pass': 'password123'}",96818,0
GET /search?q=1024-2,148988,1
"POST /api/v1/cart/add {'item_id': '7857', 'quantity': 4}",124306,0
"POST /api/v1/cart/add {'item_id': '8571', 'quantity': 4}",67323,0
GET /images/products/s.jpg,72813,0
GET /products/books/7,37888,0
GET /search?q=u,71378,0
GET /blog/posts?page=3,46957,0
GET /search.aspx?q=admin' #,130356,1
GET /api/v1/users?id=' or 1=1 limit 1 --,31616,1
GET /products/details?productID=smith' OR '1'='1,85304,1
GET /products/details?productID=``,6340,1
GET /products/details?productID=' and 1 in (select min(name) from sysobjects where xtype = 'U' and name > '.') --,7811,1
GET /items/show.php?id=' AND user IS NULL; --,100141,1
GET /products/details?productID=' OR 1=1--,102309,1
"POST /login {'user': '' OR '1'='1', 'pass': 'password123'}",6567,1
GET /assets/css/main.css,55631,0
POST /search {'keyword': 'AND 1'},30859,1
GET /products/home/C,48526,0
GET /search?q=K,31200,0
GET /api/v1/users?id=2848,65251,0
GET /search?q=D,52551,0
GET /search?q=user1' or 1=1 --,125950,1
GET /admin/login?user=' or 'x'='x,3085,1
GET /api/v1/users?id=105-1,774,1
POST /profile/update {'email': 'test.user@example.com'},80065,0
GET /assets/css/main.css,87092,0
GET /search?q=1 AND 1=1,6151,1
GET /items/show.php?id=' OR '1'='1,508,1
GET /products/home/5,104778,0
GET /blog/posts?page=8,19845,0
GET /search?q=1' OR '1'='1' --,38765,1
GET /assets/css/main.css,77772,0
GET /items/show.php?id=' OR 1=1--,5414,1
GET /items/show.php?id=`,5824,1
GET /api/v1/users?id=4755,11215,0
GET /search?q=p,60643,0
"POST /login {'user': 'x' or 1=1--', 'pass': 'password123'}",6167,1
POST /search {'keyword': '1024-2'},2043,1
GET /api/v1/users?id=`,6435,1
GET /index.php?page='=0--+,4436,1
GET /products/home/W,88604,0
"POST /login {'user': 't', 'pass': 'password123'}",37741,0
GET /products/details?productID=E,30802,0
GET /items/show.php?id=user1' or 1=1 --,7659,1
GET /api/v1/users?id=5739,84716,0
POST /profile/update {'email': 'test.user@example.com'},23038,0
GET /search?q=i,147680,0
GET /products/details?productID=105-1,38716,1
GET /search.aspx?q=' OR '1,148394,1
GET /products/details?productID=OR '1'='1',2442,1
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",2120,1
GET /search.aspx?q=1*1,139038,1
GET /assets/css/main.css,104467,0
GET /images/products/W.jpg,44916,0
GET /admin/login?user=' or 'x'='x,87648,1
"POST /login {'user': 'o', 'pass': 'password123'}",6354,0
"GET /items/show.php?id=""",83448,1
GET /index.php?page=1' ORDER BY 3--+,107426,1
"POST /login {'user': 'C', 'pass': 'password123'}",25410,0
GET /products/details?productID=E,14060,0
GET /products/details?productID=J,864,0
"POST /login {'user': '' OR 'x'='x', 'pass': 'password123'}",812,1
GET /products/details?productID=v,75294,0
GET /assets/css/main.css,53619,0
GET /api/v1/users?id=4404,72076,0
GET /search?q=' OR 1=1 /*,117875,1
GET /blog/posts?page=16,57487,0
GET /api/v1/users?id=user1' or 1=1 --,1942,1
GET /products/books/N,114965,0
GET /api/v1/users?id=' OR 1=1--,3869,1
POST /profile/update {'email': 'test.user@example.com'},42690,0
GET /products/details?productID=' OR 'x'='x,79830,1
GET /api/v1/users?id=1*1,83530,1
GET /blog/posts?page=8,80961,0
"POST /login {'user': '1024-2', 'pass': 'password123'}",33027,1
GET /search?q=s,120988,0
GET /api/v1/users?id=6816,39176,0
GET /assets/css/main.css,78390,0
GET /assets/css/main.css,112469,0
GET /products/electronics/A,15764,0
GET /products/electronics/0,16233,0
GET /search.aspx?q=1 AND 1=1,37744,1
GET /search?q=' or 1=1 limit 1 --,45906,1
"POST /login {'user': 'K', 'pass': 'password123'}",100473,0
GET /index.php?page=1' and '1'='1,3068,1
GET /search?q=',119511,1
GET /products/details?productID=T,78198,0
"POST /login.php {'username': '' OR 'x'='x', 'password': 'password'}",80558,1
"POST /api/v1/cart/add {'item_id': '5486', 'quantity': 4}",138322,0
GET /search?q=smith' OR '1'='1,6007,1
GET /images/products/E.jpg,80539,0
GET /admin/login?user=OR+%271%27%3D%271,53080,1
GET /user/profile?user_id=' or 1=1 limit 1 --,56766,1
GET /search?q=U,93924,0
"POST /login {'user': 'admin' #', 'pass': 'password123'}",20997,1
GET /products/home/J,7132,0
"POST /login.php {'username': '' OR '1'='1', 'password': 'password'}",48099,1
GET /api/v1/users?id=3824,4369,0
GET /api/v1/users?id=7945,92957,0
GET /assets/css/main.css,37904,0
GET /products/books/b,135589,0
GET /search?q=k,4014,0
"POST /login.php {'username': 'AND true', 'password': 'password'}",6724,1
"POST /api/v1/cart/add {'item_id': '4654', 'quantity': 5}",10639,0
"POST /login {'user': '1 AND 1=1', 'pass': 'password123'}",24023,1
GET /search?q=OR '1'='1',121351,1
GET /user/profile?user_id=x' or 1=1--,51701,1
GET /search?q=6,80362,0
GET /index.php?page=1' and '1'='1,28995,1
GET /blog/posts?page=3,61781,0
GET /items/show.php?id='admin'--,4675,1
GET /api/v1/users?id=9354,59884,0
GET /assets/css/main.css,18532,0
POST /profile/update {'email': 'test.user@example.com'},77654,0
GET /api/v1/users?id=9612,25720,0
POST /search {'keyword': 'AND true'},76598,1
GET /user/profile?user_id=x' or 1=1--,3285,1
GET /index.php?page=' OR 'x'='x,137463,1
GET /images/products/t.jpg,149682,0
GET /search?q=z,62412,0
POST /search {'keyword': '1=1'},125034,1
"POST /search {'keyword': '1' ORDER BY 1,2,3--+'}",53046,1
GET /search?q=J,65807,0
GET /products/details?productID=9,3474,0
GET /api/v1/users?id=' OR 'x'='x,107263,1
"POST /api/v1/cart/add {'item_id': '6057', 'quantity': 1}",31776,0
GET /search?q=%00,16390,1
GET /blog/posts?page=8,88592,0
GET /search?q=j,38847,0
GET /user/profile?user_id=' OR 1=1--,5542,1
GET /search?q=AND 1,852,1
"POST /login {'user': '105-1', 'pass': 'password123'}",2297,1
GET /products/home/G,63447,0
GET /api/v1/users?id='''''''''''''UNION SELECT '2,139836,1
GET /items/show.php?id=' or 'x'='x,51707,1
"GET /products/details?productID=""",2190,1
GET /search.aspx?q=1' OR '1'='1' --,70837,1
"POST /login {'user': ''='', 'pass': 'password123'}",110314,1
"POST /api/v1/cart/add {'item_id': '2607', 'quantity': 2}",78859,0
"POST /login {'user': '' AND user IS NULL; --', 'pass': 'password123'}",5782,1
GET /search?q=-- or #,2242,1
GET /images/products/H.jpg,66399,0
"POST /login {'user': '' AND user IS NULL; --', 'pass': 'password123'}",7314,1
GET /products/home/T,54160,0
POST /search {'keyword': '' OR 1=1--'},1574,1
